,bhk,type,area,region,status,age,price_in_lakh,price_per_sqft
12123,3,Apartment,945,Thane West,Ready to move,Resale,125.0,13227.513227513227
12124,1,Apartment,545,Thane West,Ready to move,Resale,75.0,13761.467889908257
12130,1,Apartment,560,Vikhroli,Under Construction,New,80.0,14285.714285714286
12136,2,Apartment,890,Mira Road East,Ready to move,New,86.0,9662.921348314607
12139,1,Apartment,525,Kandivali East,Ready to move,Resale,90.0,17142.85714285714
12148,1,Apartment,550,Virar,Under Construction,New,40.0,7272.727272727273
12173,3,Apartment,1500,Kharghar,Ready to move,Resale,225.0,15000.0
12176,1,Apartment,550,Virar,Under Construction,New,40.8,7418.181818181817
12184,1,Apartment,585,Kalyan West,Ready to move,Resale,52.0,8888.888888888889
12187,2,Apartment,700,Kalyan West,Ready to move,Resale,74.0,10571.42857142857
12189,1,Apartment,550,Kalyan West,Ready to move,Resale,41.99,7634.545454545455
12191,3,Apartment,1050,Kalyan West,Ready to move,Resale,100.0,9523.809523809523
12192,1,Apartment,575,Kalyan West,Ready to move,Resale,58.0,10086.95652173913
12197,2,Apartment,790,Kalyan West,Ready to move,Resale,67.99,8606.32911392405
12200,2,Apartment,810,Kalyan West,Ready to move,Resale,73.0,9012.345679012345
12208,2,Apartment,700,Kalyan West,Ready to move,Resale,74.0,10571.42857142857
12210,1,Apartment,550,Kalyan West,Ready to move,Resale,41.99,7634.545454545455
12212,3,Apartment,1050,Kalyan West,Ready to move,Resale,100.0,9523.809523809523
12213,1,Apartment,575,Kalyan West,Ready to move,Resale,58.0,10086.95652173913
12216,2,Apartment,790,Kalyan West,Ready to move,Resale,67.99,8606.32911392405
12217,2,Apartment,810,Kalyan West,Ready to move,Resale,62.99,7776.543209876543
12220,1,Apartment,550,Mira Road East,Ready to move,Resale,71.0,12909.09090909091
12221,1,Apartment,600,Powai,Ready to move,Resale,145.0,24166.666666666668
12253,3,Apartment,980,Kandivali East,Ready to move,Resale,220.00000000000003,22448.979591836738
12269,3,Apartment,1500,Malad East,Ready to move,Resale,310.0,20666.666666666668
12270,2,Apartment,580,Vikhroli,Ready to move,New,135.0,23275.862068965518
12271,3,Apartment,1320,Chembur,Ready to move,New,276.0,20909.090909090908
12273,2,Apartment,588,Chembur,Ready to move,New,130.0,22108.843537414967
12274,3,Apartment,1455,Chembur,Ready to move,New,332.0,22817.86941580756
12275,4,Apartment,1655,Chembur,Ready to move,New,432.0,26102.719033232628
12276,3,Apartment,1450,Chembur,Ready to move,New,290.0,20000.0
12282,1,Apartment,565,Santacruz East,Ready to move,Resale,110.00000000000001,19469.02654867257
12283,3,Apartment,1215,Thane West,Under Construction,New,248.0,20411.522633744855
12284,2,Apartment,850,Thane West,Ready to move,Resale,110.00000000000001,12941.176470588238
12285,3,Apartment,1100,Mira Road East,Ready to move,Resale,121.0,11000.0
12287,3,Apartment,1100,Mira Road East,Ready to move,Resale,120.0,10909.09090909091
12291,3,Apartment,1300,Thane West,Ready to move,Resale,190.0,14615.384615384615
12292,3,Apartment,1300,Thane West,Ready to move,Resale,175.0,13461.538461538461
12298,1,Apartment,600,Dahisar,Ready to move,Resale,93.0,15500.0
12299,1,Studio Apartment,550,Goregaon West,Ready to move,Resale,79.0,14363.636363636364
12300,2,Apartment,730,Vikhroli,Under Construction,New,153.0,20958.904109589042
12304,2,Apartment,860,Mira Road East,Ready to move,Resale,125.0,14534.883720930233
12305,3,Apartment,1460,Kharghar,Ready to move,Resale,135.0,9246.575342465754
12308,2,Apartment,730,Vikhroli,Under Construction,New,153.0,20958.904109589042
12310,2,Apartment,740,Dombivali,Under Construction,New,61.49,8309.45945945946
12315,1,Apartment,450,Thane West,Ready to move,Resale,50.0,11111.111111111111
12317,2,Apartment,850,Thane West,Ready to move,Resale,113.99999999999999,13411.764705882351
12318,3,Apartment,1300,Thane West,Ready to move,Resale,190.0,14615.384615384615
12319,3,Apartment,1400,Andheri West,Ready to move,Resale,285.0,20357.14285714286
12323,3,Apartment,1385,Mira Road East,Under Construction,New,120.0,8664.259927797833
12324,1,Apartment,532,Mira Road East,Ready to move,New,68.0,12781.954887218046
12327,3,Apartment,1315,Wadala,Ready to move,Resale,310.0,23574.144486692014
12335,1,Apartment,600,Dahisar,Ready to move,Resale,95.0,15833.333333333334
12336,4,Apartment,2000,Kharghar,Ready to move,Resale,225.0,11250.0
12343,2,Apartment,850,Santacruz East,Under Construction,New,150.0,17647.058823529413
12354,2,Apartment,900,Dombivali,Under Construction,New,75.0,8333.333333333334
12355,2,Apartment,806,Dombivali,Under Construction,New,65.0,8064.5161290322585
12357,1,Studio Apartment,420,Santacruz East,Ready to move,New,89.0,21190.47619047619
12358,2,Apartment,900,Mira Road East,Ready to move,Resale,72.0,8000.0
12360,2,Apartment,825,Thane West,Under Construction,New,112.99999999999999,13696.969696969694
12366,2,Apartment,890,Kandivali East,Ready to move,Resale,210.0,23595.505617977527
12367,1,Apartment,600,Santacruz East,Ready to move,Resale,114.99999999999999,19166.666666666664
12371,4,Apartment,1700,Kharghar,Ready to move,Resale,225.0,13235.29411764706
12374,2,Apartment,850,Chembur,Ready to move,Resale,135.0,15882.35294117647
12376,2,Apartment,900,Chembur,Ready to move,Resale,132.0,14666.666666666666
12380,2,Apartment,900,Chembur,Ready to move,Resale,135.0,15000.0
12382,2,Apartment,900,Kalyan West,Ready to move,Resale,74.0,8222.222222222223
12385,2,Apartment,780,Kalyan West,Ready to move,Resale,65.0,8333.333333333334
12388,1,Apartment,521,Airoli,Ready to move,Resale,42.0,8061.420345489443
12389,1,Apartment,549,Kalyan West,Ready to move,Resale,45.0,8196.72131147541
12391,2,Apartment,850,Kalyan West,Ready to move,Resale,65.0,7647.058823529412
12396,2,Apartment,700,Kalyan West,Ready to move,Resale,67.0,9571.42857142857
12398,2,Apartment,750,Kalyan West,Ready to move,Resale,75.0,10000.0
12402,2,Apartment,810,Kalyan West,Ready to move,Resale,80.0,9876.543209876543
12409,1,Apartment,540,Kalyan West,Ready to move,Resale,51.0,9444.444444444445
12425,1,Apartment,525,Kandivali East,Ready to move,Resale,79.0,15047.619047619048
12426,1,Apartment,600,Dahisar,Ready to move,Resale,92.0,15333.333333333334
12431,2,Apartment,655,Mira Road East,Ready to move,Resale,86.0,13129.770992366412
12435,1,Apartment,550,Kalyan West,Ready to move,Resale,44.99,8180.0
12437,2,Apartment,613,Anjurdive,Under Construction,New,72.0,11745.513866231648
12438,1,Apartment,458,Anjurdive,Under Construction,New,52.0,11353.711790393014
12440,1,Apartment,464,Anjurdive,Under Construction,New,52.68,11353.448275862069
12442,2,Apartment,595,Anjurdive,Under Construction,New,75.95,12764.70588235294
12443,2,Apartment,558,Anjurdive,Under Construction,New,70.1,12562.724014336916
12444,3,Apartment,986,Anjurdive,Under Construction,New,121.0,12271.805273833672
12445,1,Apartment,444,Anjurdive,Under Construction,New,52.37,11795.045045045044
12447,1,Apartment,417,Anjurdive,Under Construction,New,50.39,12083.932853717026
12449,1,Apartment,431,Goregaon West,Under Construction,New,105.0,24361.948955916472
12450,1,Apartment,600,Mulund West,Under Construction,New,89.0,14833.333333333334
12453,2,Apartment,900,Mulund West,Under Construction,New,134.0,14888.888888888889
12461,4,Apartment,1700,Kharghar,Ready to move,Resale,225.0,13235.29411764706
12465,3,Apartment,1500,Kharghar,Ready to move,Resale,225.0,15000.0
12474,1,Apartment,500,Ghatkopar West,Ready to move,New,130.0,26000.0
12475,1,Apartment,600,Ghatkopar West,Ready to move,Resale,100.0,16666.666666666668
12476,3,Apartment,1085,Kanjurmarg,Ready to move,Resale,315.0,29032.25806451613
12477,3,Apartment,1085,Kanjurmarg,Ready to move,Resale,290.0,26728.11059907834
12478,2,Apartment,755,Mulund West,Ready to move,Resale,145.0,19205.298013245032
12479,2,Apartment,765,Kanjurmarg,Ready to move,Resale,170.0,22222.222222222223
12480,3,Apartment,1185,Kanjurmarg,Ready to move,Resale,340.0,28691.983122362868
12481,2,Apartment,890,Thane West,Ready to move,Resale,100.0,11235.955056179775
12482,2,Apartment,850,Thane West,Ready to move,Resale,97.0,11411.764705882353
12483,3,Apartment,1185,Kanjurmarg,Ready to move,Resale,340.0,28691.983122362868
12484,3,Apartment,1085,Kanjurmarg,Ready to move,Resale,315.0,29032.25806451613
12485,2,Apartment,755,Mulund West,Ready to move,Resale,145.0,19205.298013245032
12486,2,Apartment,765,Kanjurmarg,Ready to move,Resale,170.0,22222.222222222223
12489,3,Apartment,1085,Kanjurmarg,Ready to move,Resale,330.0,30414.7465437788
12493,3,Apartment,980,Thane West,Ready to move,Resale,137.0,13979.591836734693
12494,3,Apartment,1100,Andheri East,Ready to move,New,285.0,25909.090909090908
12495,3,Apartment,1300,Santacruz East,Ready to move,New,350.0,26923.076923076922
12496,3,Apartment,1125,Thane West,Ready to move,Resale,195.0,17333.333333333332
12498,3,Apartment,1438,Kalyan West,Ready to move,Resale,100.0,6954.102920723227
12503,2,Apartment,900,Chembur,Under Construction,New,220.00000000000003,24444.44444444445
12505,2,Apartment,800,Kandivali West,Ready to move,New,120.0,15000.0
12509,4,Apartment,1700,Kharghar,Ready to move,Resale,225.0,13235.29411764706
12514,3,Apartment,1500,Kharghar,Ready to move,Resale,170.0,11333.333333333334
12521,3,Apartment,1320,Chembur,Ready to move,New,305.0,23106.060606060608
12525,3,Apartment,1200,Chembur,Ready to move,New,273.0,22750.0
12526,4,Apartment,1201,Jogeshwari West,Ready to move,New,409.99999999999994,34138.21815154038
12527,2,Apartment,750,Thane West,Ready to move,Resale,82.0,10933.333333333334
12529,2,Apartment,720,Thane West,Ready to move,Resale,72.0,10000.0
12530,3,Apartment,1440,Thane West,Under Construction,New,290.0,20138.88888888889
12531,2,Apartment,880,Thane West,Ready to move,Resale,115.99999999999999,13181.81818181818
12537,1,Apartment,550,Thane West,Ready to move,Resale,62.0,11272.727272727272
12539,3,Apartment,1250,Thane West,Ready to move,Resale,240.0,19200.0
12540,1,Apartment,550,Thane West,Under Construction,New,61.0,11090.90909090909
12541,2,Apartment,850,Thane West,Ready to move,Resale,75.0,8823.529411764706
12543,2,Apartment,855,Thane West,Ready to move,Resale,75.0,8771.929824561403
12547,1,Apartment,420,Santacruz East,Ready to move,Resale,105.0,25000.0
12549,3,Apartment,1390,Mira Road East,Ready to move,New,135.0,9712.230215827338
12550,3,Apartment,1150,Chembur,Ready to move,Resale,304.0,26434.782608695652
12552,2,Apartment,850,Chembur,Ready to move,New,220.00000000000003,25882.352941176476
12563,2,Apartment,890,Thane West,Under Construction,New,89.0,10000.0
12566,1,Apartment,450,Vikhroli,Ready to move,New,79.0,17555.555555555555
12569,1,Apartment,433,Santacruz East,Under Construction,New,129.0,29792.147806004617
12570,1,Apartment,385,Santacruz East,Under Construction,New,114.99999999999999,29870.129870129866
12572,1,Apartment,433,Santacruz East,Under Construction,New,129.0,29792.147806004617
12573,1,Apartment,433,Santacruz East,Under Construction,New,129.0,29792.147806004617
12574,1,Apartment,385,Santacruz East,Under Construction,New,114.99999999999999,29870.129870129866
12575,1,Apartment,385,Santacruz East,Under Construction,New,114.99999999999999,29870.129870129866
12578,1,Apartment,428,Santacruz East,Under Construction,New,128.0,29906.542056074766
12579,1,Apartment,428,Santacruz East,Under Construction,New,128.0,29906.542056074766
12582,4,Apartment,1453,Borivali West,Ready to move,New,450.0,30970.406056434964
12583,4,Apartment,1453,Borivali West,Ready to move,New,450.0,30970.406056434964
12584,3,Apartment,1192,Borivali West,Ready to move,New,370.0,31040.268456375838
12585,3,Apartment,1192,Borivali West,Ready to move,New,370.0,31040.268456375838
12586,4,Apartment,1453,Borivali West,Ready to move,New,450.0,30970.406056434964
12587,4,Apartment,1453,Borivali West,Ready to move,New,450.0,30970.406056434964
12588,3,Apartment,1192,Borivali West,Ready to move,New,370.0,31040.268456375838
12589,3,Apartment,1192,Borivali West,Ready to move,New,370.0,31040.268456375838
12596,2,Apartment,689,Mazagaon,Under Construction,New,192.0,27866.473149492016
12597,2,Apartment,689,Mazagaon,Under Construction,New,192.0,27866.473149492016
12604,1,Apartment,458,Kalyan West,Under Construction,New,44.99,9823.144104803494
12605,1,Apartment,458,Kalyan West,Under Construction,New,44.99,9823.144104803494
12606,2,Apartment,663,Kalyan West,Under Construction,New,69.98,10555.052790346908
12607,1,Apartment,458,Kalyan West,Under Construction,New,44.99,9823.144104803494
12608,1,Apartment,458,Kalyan West,Under Construction,New,44.99,9823.144104803494
12609,2,Apartment,663,Kalyan West,Under Construction,New,69.98,10555.052790346908
12610,2,Apartment,663,Kalyan West,Under Construction,New,69.98,10555.052790346908
12647,1,Apartment,436,Dombivali,Under Construction,New,63.19,14493.119266055046
12648,1,Apartment,436,Dombivali,Under Construction,New,63.19,14493.119266055046
12649,1,Apartment,436,Dombivali,Under Construction,New,63.19,14493.119266055046
12650,1,Apartment,436,Dombivali,Under Construction,New,63.19,14493.119266055046
12651,2,Apartment,583,Dombivali,Under Construction,New,88.59,15195.540308747855
12652,2,Apartment,583,Dombivali,Under Construction,New,88.59,15195.540308747855
12653,2,Apartment,754,Kalyan West,Under Construction,New,79.99,10608.753315649867
12654,2,Apartment,754,Kalyan West,Under Construction,New,79.99,10608.753315649867
12655,2,Apartment,754,Kalyan West,Under Construction,New,79.99,10608.753315649867
12656,2,Apartment,754,Kalyan West,Under Construction,New,79.99,10608.753315649867
12657,3,Apartment,1057,Kalyan West,Under Construction,New,112.00000000000001,10596.026490066228
12658,3,Apartment,1057,Kalyan West,Under Construction,New,112.00000000000001,10596.026490066228
12659,2,Apartment,555,Kandivali West,Under Construction,New,138.0,24864.864864864863
12660,3,Apartment,811,Kandivali West,Under Construction,New,202.0,24907.521578298398
12662,2,Apartment,555,Kandivali West,Under Construction,New,138.0,24864.864864864863
12663,2,Apartment,555,Kandivali West,Under Construction,New,138.0,24864.864864864863
12664,3,Apartment,811,Kandivali West,Under Construction,New,202.0,24907.521578298398
12665,3,Apartment,811,Kandivali West,Under Construction,New,202.0,24907.521578298398
12668,2,Apartment,649,Kandivali West,Under Construction,New,162.0,24961.479198767334
12669,2,Apartment,649,Kandivali West,Under Construction,New,162.0,24961.479198767334
12670,1,Apartment,424,Kandivali West,Under Construction,New,106.0,25000.0
12671,1,Apartment,424,Kandivali West,Under Construction,New,106.0,25000.0
12672,1,Apartment,415,Kandivali West,Under Construction,New,103.0,24819.277108433736
12673,1,Apartment,415,Kandivali West,Under Construction,New,103.0,24819.277108433736
12674,1,Apartment,404,Goregaon West,Under Construction,New,118.0,29207.920792079207
12675,1,Apartment,420,Goregaon West,Under Construction,New,124.0,29523.809523809523
12676,2,Apartment,659,Goregaon West,Under Construction,New,193.0,29286.79817905918
12677,1,Apartment,404,Goregaon West,Under Construction,New,118.0,29207.920792079207
12678,1,Apartment,404,Goregaon West,Under Construction,New,118.0,29207.920792079207
12679,1,Apartment,420,Goregaon West,Under Construction,New,124.0,29523.809523809523
12680,1,Apartment,420,Goregaon West,Under Construction,New,124.0,29523.809523809523
12681,2,Apartment,659,Goregaon West,Under Construction,New,193.0,29286.79817905918
12682,2,Apartment,659,Goregaon West,Under Construction,New,193.0,29286.79817905918
12683,3,Apartment,973,Malad West,Under Construction,New,299.0,30729.701952723535
12684,3,Apartment,973,Malad West,Under Construction,New,299.0,30729.701952723535
12685,2,Apartment,710,Malad West,Under Construction,New,204.0,28732.394366197183
12686,2,Apartment,710,Malad West,Under Construction,New,204.0,28732.394366197183
12687,3,Apartment,973,Malad West,Under Construction,New,299.0,30729.701952723535
12688,3,Apartment,973,Malad West,Under Construction,New,299.0,30729.701952723535
12689,2,Apartment,710,Malad West,Under Construction,New,204.0,28732.394366197183
12690,2,Apartment,710,Malad West,Under Construction,New,204.0,28732.394366197183
12691,2,Apartment,560,Thane West,Ready to move,New,168.0,30000.0
12692,2,Apartment,560,Thane West,Ready to move,New,168.0,30000.0
12693,2,Apartment,560,Thane West,Ready to move,New,168.0,30000.0
12694,2,Apartment,560,Thane West,Ready to move,New,168.0,30000.0
12695,1,Apartment,435,Thane West,Ready to move,New,123.0,28275.862068965518
12696,1,Apartment,435,Thane West,Ready to move,New,123.0,28275.862068965518
